country_id,product,product_code,flow,unit,year,value
France,pulpwood,11,EXPORTS,1000 m.t.,2007,606.12
France,roundwood,14,EXPORTS,1000 m3,2007,19666.53
France,sawnwood,16,EXPORTS,1000 m3,2007,3885.91
France,wood fuel,21,EXPORTS,1000 m3,2007,501.32
Georgia,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Georgia,roundwood,14,EXPORTS,1000 m3,2007,3.76
Georgia,sawnwood,16,EXPORTS,1000 m3,2007,102.56
Georgia,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Germany,pulpwood,11,EXPORTS,1000 m.t.,2007,982.0
Germany,roundwood,14,EXPORTS,1000 m3,2007,38247.0
Germany,sawnwood,16,EXPORTS,1000 m3,2007,29838.77
Germany,wood fuel,21,EXPORTS,1000 m3,2007,83.0
Greece,pulpwood,11,EXPORTS,1000 m.t.,2007,0.84
Greece,roundwood,14,EXPORTS,1000 m3,2007,3496.53
Greece,sawnwood,16,EXPORTS,1000 m3,2007,54.51
Greece,wood fuel,21,EXPORTS,1000 m3,2007,5.41
Hungary,pulpwood,11,EXPORTS,1000 m.t.,2007,0.2
Hungary,roundwood,14,EXPORTS,1000 m3,2007,5258.0
Hungary,sawnwood,16,EXPORTS,1000 m3,2007,435.0
Hungary,wood fuel,21,EXPORTS,1000 m3,2007,220.0
Iceland,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Iceland,roundwood,14,EXPORTS,1000 m3,2007,0.0
Iceland,sawnwood,16,EXPORTS,1000 m3,2007,1.25
Iceland,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Ireland,pulpwood,11,EXPORTS,1000 m.t.,2007,2.0
Ireland,roundwood,14,EXPORTS,1000 m3,2007,1232.0
Ireland,sawnwood,16,EXPORTS,1000 m3,2007,762.84
Ireland,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Israel,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Israel,roundwood,14,EXPORTS,1000 m3,2007,0.0
Israel,sawnwood,16,EXPORTS,1000 m3,2007,0.2
Israel,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Italy,pulpwood,11,EXPORTS,1000 m.t.,2007,41.35
Italy,roundwood,14,EXPORTS,1000 m3,2007,77.24
Italy,sawnwood,16,EXPORTS,1000 m3,2007,1338.8
Italy,wood fuel,21,EXPORTS,1000 m3,2007,0.75
Kazakhstan,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Kazakhstan,roundwood,14,EXPORTS,1000 m3,2007,0.0
Kazakhstan,sawnwood,16,EXPORTS,1000 m3,2007,0.16
Kazakhstan,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Kyrgyzstan,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Kyrgyzstan,roundwood,14,EXPORTS,1000 m3,2007,1.79
Kyrgyzstan,sawnwood,16,EXPORTS,1000 m3,2007,7.75
Kyrgyzstan,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Latvia,pulpwood,11,EXPORTS,1000 m.t.,2007,0.02
Latvia,roundwood,14,EXPORTS,1000 m3,2007,18578.56
Latvia,sawnwood,16,EXPORTS,1000 m3,2007,5679.7
Latvia,wood fuel,21,EXPORTS,1000 m3,2007,450.02
Liechtenstein,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Liechtenstein,roundwood,14,EXPORTS,1000 m3,2007,32.0
Liechtenstein,sawnwood,16,EXPORTS,1000 m3,2007,0.0
Liechtenstein,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Lithuania,pulpwood,11,EXPORTS,1000 m.t.,2007,0.31
Lithuania,roundwood,14,EXPORTS,1000 m3,2007,8291.0
Lithuania,sawnwood,16,EXPORTS,1000 m3,2007,1990.26
Lithuania,wood fuel,21,EXPORTS,1000 m3,2007,47.46
Luxembourg,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Luxembourg,roundwood,14,EXPORTS,1000 m3,2007,1467.8
Luxembourg,sawnwood,16,EXPORTS,1000 m3,2007,150.58
Luxembourg,wood fuel,21,EXPORTS,1000 m3,2007,3.05
Malta,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Malta,roundwood,14,EXPORTS,1000 m3,2007,0.0
Malta,sawnwood,16,EXPORTS,1000 m3,2007,1.31
Malta,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Montenegro,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Montenegro,roundwood,14,EXPORTS,1000 m3,2007,218.32
Montenegro,sawnwood,16,EXPORTS,1000 m3,2007,98.52
Montenegro,wood fuel,21,EXPORTS,1000 m3,2007,29.6
Netherlands,pulpwood,11,EXPORTS,1000 m.t.,2007,430.26
Netherlands,roundwood,14,EXPORTS,1000 m3,2007,3326.8900000000003
Netherlands,sawnwood,16,EXPORTS,1000 m3,2007,1612.0
Netherlands,wood fuel,21,EXPORTS,1000 m3,2007,44.1
North Macedonia,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
North Macedonia,roundwood,14,EXPORTS,1000 m3,2007,67.28
North Macedonia,sawnwood,16,EXPORTS,1000 m3,2007,72.95
North Macedonia,wood fuel,21,EXPORTS,1000 m3,2007,5.0
Norway,pulpwood,11,EXPORTS,1000 m.t.,2007,630.51
Norway,roundwood,14,EXPORTS,1000 m3,2007,4152.71
Norway,sawnwood,16,EXPORTS,1000 m3,2007,1251.17
Norway,wood fuel,21,EXPORTS,1000 m3,2007,2.61
Poland,pulpwood,11,EXPORTS,1000 m.t.,2007,17.88
Poland,roundwood,14,EXPORTS,1000 m3,2007,1725.4
Poland,sawnwood,16,EXPORTS,1000 m3,2007,1726.72
Poland,wood fuel,21,EXPORTS,1000 m3,2007,51.47
Portugal,pulpwood,11,EXPORTS,1000 m.t.,2007,1040.0
Portugal,roundwood,14,EXPORTS,1000 m3,2007,6231.06
Portugal,sawnwood,16,EXPORTS,1000 m3,2007,1718.04
Portugal,wood fuel,21,EXPORTS,1000 m3,2007,9.0
Republic of Moldova,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Republic of Moldova,roundwood,14,EXPORTS,1000 m3,2007,11.25
Republic of Moldova,sawnwood,16,EXPORTS,1000 m3,2007,9.4
Republic of Moldova,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Romania,pulpwood,11,EXPORTS,1000 m.t.,2007,9.0
Romania,roundwood,14,EXPORTS,1000 m3,2007,774.07
Romania,sawnwood,16,EXPORTS,1000 m3,2007,7120.1
Romania,wood fuel,21,EXPORTS,1000 m3,2007,24.0
Russian Federation,pulpwood,11,EXPORTS,1000 m.t.,2007,1899.0
Russian Federation,roundwood,14,EXPORTS,1000 m3,2007,197286.0
Russian Federation,sawnwood,16,EXPORTS,1000 m3,2007,34956.0
Russian Federation,wood fuel,21,EXPORTS,1000 m3,2007,200.0
Serbia,pulpwood,11,EXPORTS,1000 m.t.,2007,1.0
Serbia,roundwood,14,EXPORTS,1000 m3,2007,340.0
Serbia,sawnwood,16,EXPORTS,1000 m3,2007,599.0
Serbia,wood fuel,21,EXPORTS,1000 m3,2007,2.0
Slovakia,pulpwood,11,EXPORTS,1000 m.t.,2007,122.0
Slovakia,roundwood,14,EXPORTS,1000 m3,2007,5924.77
Slovakia,sawnwood,16,EXPORTS,1000 m3,2007,2490.46
Slovakia,wood fuel,21,EXPORTS,1000 m3,2007,76.0
Slovenia,pulpwood,11,EXPORTS,1000 m.t.,2007,0.06
Slovenia,roundwood,14,EXPORTS,1000 m3,2007,26519.1
Slovenia,sawnwood,16,EXPORTS,1000 m3,2007,2740.67
Slovenia,wood fuel,21,EXPORTS,1000 m3,2007,199.98
Spain,pulpwood,11,EXPORTS,1000 m.t.,2007,1126.12
Spain,roundwood,14,EXPORTS,1000 m3,2007,1811.4
Spain,sawnwood,16,EXPORTS,1000 m3,2007,446.51
Spain,wood fuel,21,EXPORTS,1000 m3,2007,171.02
Sweden,pulpwood,11,EXPORTS,1000 m.t.,2007,3504.0
Sweden,roundwood,14,EXPORTS,1000 m3,2007,19148.4
Sweden,sawnwood,16,EXPORTS,1000 m3,2007,33568.74
Sweden,wood fuel,21,EXPORTS,1000 m3,2007,78.0
Switzerland,pulpwood,11,EXPORTS,1000 m.t.,2007,107.77
Switzerland,roundwood,14,EXPORTS,1000 m3,2007,8222.63
Switzerland,sawnwood,16,EXPORTS,1000 m3,2007,716.8000000000001
Switzerland,wood fuel,21,EXPORTS,1000 m3,2007,22.11
Tajikistan,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Tajikistan,roundwood,14,EXPORTS,1000 m3,2007,0.0
Tajikistan,sawnwood,16,EXPORTS,1000 m3,2007,0.0
Tajikistan,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Turkey,pulpwood,11,EXPORTS,1000 m.t.,2007,0.34
Turkey,roundwood,14,EXPORTS,1000 m3,2007,47.19
Turkey,sawnwood,16,EXPORTS,1000 m3,2007,194.6
Turkey,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Turkmenistan,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Turkmenistan,roundwood,14,EXPORTS,1000 m3,2007,0.0
Turkmenistan,sawnwood,16,EXPORTS,1000 m3,2007,0.0
Turkmenistan,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Ukraine,pulpwood,11,EXPORTS,1000 m.t.,2007,0.3
Ukraine,roundwood,14,EXPORTS,1000 m3,2007,13076.13
Ukraine,sawnwood,16,EXPORTS,1000 m3,2007,4079.29
Ukraine,wood fuel,21,EXPORTS,1000 m3,2007,814.24
United Kingdom,pulpwood,11,EXPORTS,1000 m.t.,2007,12.93
United Kingdom,roundwood,14,EXPORTS,1000 m3,2007,3943.25
United Kingdom,sawnwood,16,EXPORTS,1000 m3,2007,830.8599999999999
United Kingdom,wood fuel,21,EXPORTS,1000 m3,2007,164.89
United States,pulpwood,11,EXPORTS,1000 m.t.,2007,6473.55
United States,roundwood,14,EXPORTS,1000 m3,2007,48399.82
United States,sawnwood,16,EXPORTS,1000 m3,2007,10785.72
United States,wood fuel,21,EXPORTS,1000 m3,2007,115.48
Uzbekistan,pulpwood,11,EXPORTS,1000 m.t.,2007,0.0
Uzbekistan,roundwood,14,EXPORTS,1000 m3,2007,16.48
Uzbekistan,sawnwood,16,EXPORTS,1000 m3,2007,0.09
Uzbekistan,wood fuel,21,EXPORTS,1000 m3,2007,0.0
Albania,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Albania,roundwood,14,EXPORTS,1000 m3,2008,58.589999999999996
Albania,sawnwood,16,EXPORTS,1000 m3,2008,65.48
Albania,wood fuel,21,EXPORTS,1000 m3,2008,56.3
Armenia,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Armenia,roundwood,14,EXPORTS,1000 m3,2008,0.0
Armenia,sawnwood,16,EXPORTS,1000 m3,2008,0.45999999999999996
Armenia,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Austria,pulpwood,11,EXPORTS,1000 m.t.,2008,269.62
Austria,roundwood,14,EXPORTS,1000 m3,2008,4897.54
Austria,sawnwood,16,EXPORTS,1000 m3,2008,20993.67
Austria,wood fuel,21,EXPORTS,1000 m3,2008,39.0
Azerbaijan,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Azerbaijan,roundwood,14,EXPORTS,1000 m3,2008,0.05
Azerbaijan,sawnwood,16,EXPORTS,1000 m3,2008,1.78
Azerbaijan,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Belarus,pulpwood,11,EXPORTS,1000 m.t.,2008,0.1
Belarus,roundwood,14,EXPORTS,1000 m3,2008,7251.45
Belarus,sawnwood,16,EXPORTS,1000 m3,2008,1750.74
Belarus,wood fuel,21,EXPORTS,1000 m3,2008,74.55
Belgium,pulpwood,11,EXPORTS,1000 m.t.,2008,1189.64
Belgium,roundwood,14,EXPORTS,1000 m3,2008,5454.39
Belgium,sawnwood,16,EXPORTS,1000 m3,2008,5377.47
Belgium,wood fuel,21,EXPORTS,1000 m3,2008,6.13
Bosnia and Herzegovina,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Bosnia and Herzegovina,roundwood,14,EXPORTS,1000 m3,2008,1004.8100000000001
Bosnia and Herzegovina,sawnwood,16,EXPORTS,1000 m3,2008,2267.09
Bosnia and Herzegovina,wood fuel,21,EXPORTS,1000 m3,2008,434.01
Bulgaria,pulpwood,11,EXPORTS,1000 m.t.,2008,67.84
Bulgaria,roundwood,14,EXPORTS,1000 m3,2008,1677.52
Bulgaria,sawnwood,16,EXPORTS,1000 m3,2008,462.36
Bulgaria,wood fuel,21,EXPORTS,1000 m3,2008,74.37
Canada,pulpwood,11,EXPORTS,1000 m.t.,2008,9605.0
Canada,roundwood,14,EXPORTS,1000 m3,2008,14183.85
Canada,sawnwood,16,EXPORTS,1000 m3,2008,70673.24
Canada,wood fuel,21,EXPORTS,1000 m3,2008,112.83
Croatia,pulpwood,11,EXPORTS,1000 m.t.,2008,45.0
Croatia,roundwood,14,EXPORTS,1000 m3,2008,2514.0
Croatia,sawnwood,16,EXPORTS,1000 m3,2008,1577.0
Croatia,wood fuel,21,EXPORTS,1000 m3,2008,241.0
Cyprus,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Cyprus,roundwood,14,EXPORTS,1000 m3,2008,0.0
Cyprus,sawnwood,16,EXPORTS,1000 m3,2008,1.14
Cyprus,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Czechia,pulpwood,11,EXPORTS,1000 m.t.,2008,347.15
Czechia,roundwood,14,EXPORTS,1000 m3,2008,9630.2
Czechia,sawnwood,16,EXPORTS,1000 m3,2008,5880.54
Czechia,wood fuel,21,EXPORTS,1000 m3,2008,100.0
Denmark,pulpwood,11,EXPORTS,1000 m.t.,2008,20.32
Denmark,roundwood,14,EXPORTS,1000 m3,2008,5015.72
Denmark,sawnwood,16,EXPORTS,1000 m3,2008,1261.28
Denmark,wood fuel,21,EXPORTS,1000 m3,2008,31.56
Estonia,pulpwood,11,EXPORTS,1000 m.t.,2008,125.38
Estonia,roundwood,14,EXPORTS,1000 m3,2008,7388.67
Estonia,sawnwood,16,EXPORTS,1000 m3,2008,1650.83
Estonia,wood fuel,21,EXPORTS,1000 m3,2008,87.28
Finland,pulpwood,11,EXPORTS,1000 m.t.,2008,2224.87
Finland,roundwood,14,EXPORTS,1000 m3,2008,3554.62
Finland,sawnwood,16,EXPORTS,1000 m3,2008,17964.76
Finland,wood fuel,21,EXPORTS,1000 m3,2008,6.67
France,pulpwood,11,EXPORTS,1000 m.t.,2008,580.22
France,roundwood,14,EXPORTS,1000 m3,2008,17665.96
France,sawnwood,16,EXPORTS,1000 m3,2008,3260.17
France,wood fuel,21,EXPORTS,1000 m3,2008,456.26
Georgia,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Georgia,roundwood,14,EXPORTS,1000 m3,2008,3.76
Georgia,sawnwood,16,EXPORTS,1000 m3,2008,102.56
Georgia,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Germany,pulpwood,11,EXPORTS,1000 m.t.,2008,1037.0
Germany,roundwood,14,EXPORTS,1000 m3,2008,33126.84
Germany,sawnwood,16,EXPORTS,1000 m3,2008,33146.48
Germany,wood fuel,21,EXPORTS,1000 m3,2008,144.0
Greece,pulpwood,11,EXPORTS,1000 m.t.,2008,0.09
Greece,roundwood,14,EXPORTS,1000 m3,2008,140.39
Greece,sawnwood,16,EXPORTS,1000 m3,2008,26.96
Greece,wood fuel,21,EXPORTS,1000 m3,2008,2.55
Hungary,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Hungary,roundwood,14,EXPORTS,1000 m3,2008,11455.880000000001
Hungary,sawnwood,16,EXPORTS,1000 m3,2008,449.93
Hungary,wood fuel,21,EXPORTS,1000 m3,2008,166.1
Iceland,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Iceland,roundwood,14,EXPORTS,1000 m3,2008,0.0
Iceland,sawnwood,16,EXPORTS,1000 m3,2008,2.27
Iceland,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Ireland,pulpwood,11,EXPORTS,1000 m.t.,2008,0.19
Ireland,roundwood,14,EXPORTS,1000 m3,2008,1035.0
Ireland,sawnwood,16,EXPORTS,1000 m3,2008,778.42
Ireland,wood fuel,21,EXPORTS,1000 m3,2008,4.54
Israel,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Israel,roundwood,14,EXPORTS,1000 m3,2008,4.08
Israel,sawnwood,16,EXPORTS,1000 m3,2008,0.7000000000000001
Israel,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Italy,pulpwood,11,EXPORTS,1000 m.t.,2008,45.39
Italy,roundwood,14,EXPORTS,1000 m3,2008,168.87
Italy,sawnwood,16,EXPORTS,1000 m3,2008,617.31
Italy,wood fuel,21,EXPORTS,1000 m3,2008,0.66
Kazakhstan,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Kazakhstan,roundwood,14,EXPORTS,1000 m3,2008,0.04
Kazakhstan,sawnwood,16,EXPORTS,1000 m3,2008,0.0
Kazakhstan,wood fuel,21,EXPORTS,1000 m3,2008,0.04
Kyrgyzstan,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Kyrgyzstan,roundwood,14,EXPORTS,1000 m3,2008,2.08
Kyrgyzstan,sawnwood,16,EXPORTS,1000 m3,2008,3.74
Kyrgyzstan,wood fuel,21,EXPORTS,1000 m3,2008,0.29
Latvia,pulpwood,11,EXPORTS,1000 m.t.,2008,0.07
Latvia,roundwood,14,EXPORTS,1000 m3,2008,16197.310000000001
Latvia,sawnwood,16,EXPORTS,1000 m3,2008,4336.79
Latvia,wood fuel,21,EXPORTS,1000 m3,2008,470.85
Liechtenstein,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Liechtenstein,roundwood,14,EXPORTS,1000 m3,2008,33.0
Liechtenstein,sawnwood,16,EXPORTS,1000 m3,2008,0.0
Liechtenstein,wood fuel,21,EXPORTS,1000 m3,2008,1.0
Lithuania,pulpwood,11,EXPORTS,1000 m.t.,2008,0.07
Lithuania,roundwood,14,EXPORTS,1000 m3,2008,5906.14
Lithuania,sawnwood,16,EXPORTS,1000 m3,2008,1279.06
Lithuania,wood fuel,21,EXPORTS,1000 m3,2008,62.68
Luxembourg,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Luxembourg,roundwood,14,EXPORTS,1000 m3,2008,1814.46
Luxembourg,sawnwood,16,EXPORTS,1000 m3,2008,238.2
Luxembourg,wood fuel,21,EXPORTS,1000 m3,2008,0.01
Malta,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Malta,roundwood,14,EXPORTS,1000 m3,2008,0.0
Malta,sawnwood,16,EXPORTS,1000 m3,2008,0.96
Malta,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Montenegro,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Montenegro,roundwood,14,EXPORTS,1000 m3,2008,296.19
Montenegro,sawnwood,16,EXPORTS,1000 m3,2008,104.22999999999999
Montenegro,wood fuel,21,EXPORTS,1000 m3,2008,3.44
Netherlands,pulpwood,11,EXPORTS,1000 m.t.,2008,623.8
Netherlands,roundwood,14,EXPORTS,1000 m3,2008,2452.5
Netherlands,sawnwood,16,EXPORTS,1000 m3,2008,1201.35
Netherlands,wood fuel,21,EXPORTS,1000 m3,2008,41.3
North Macedonia,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
North Macedonia,roundwood,14,EXPORTS,1000 m3,2008,14.14
North Macedonia,sawnwood,16,EXPORTS,1000 m3,2008,131.84
North Macedonia,wood fuel,21,EXPORTS,1000 m3,2008,2.64
Norway,pulpwood,11,EXPORTS,1000 m.t.,2008,644.96
Norway,roundwood,14,EXPORTS,1000 m3,2008,3940.4
Norway,sawnwood,16,EXPORTS,1000 m3,2008,1309.23
Norway,wood fuel,21,EXPORTS,1000 m3,2008,2.3
Poland,pulpwood,11,EXPORTS,1000 m.t.,2008,21.51
Poland,roundwood,14,EXPORTS,1000 m3,2008,1906.04
Poland,sawnwood,16,EXPORTS,1000 m3,2008,1324.25
Poland,wood fuel,21,EXPORTS,1000 m3,2008,67.3
Portugal,pulpwood,11,EXPORTS,1000 m.t.,2008,945.25
Portugal,roundwood,14,EXPORTS,1000 m3,2008,5399.780000000001
Portugal,sawnwood,16,EXPORTS,1000 m3,2008,766.07
Portugal,wood fuel,21,EXPORTS,1000 m3,2008,2.19
Republic of Moldova,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Republic of Moldova,roundwood,14,EXPORTS,1000 m3,2008,11.25
Republic of Moldova,sawnwood,16,EXPORTS,1000 m3,2008,9.4
Republic of Moldova,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Romania,pulpwood,11,EXPORTS,1000 m.t.,2008,4.31
Romania,roundwood,14,EXPORTS,1000 m3,2008,1083.89
Romania,sawnwood,16,EXPORTS,1000 m3,2008,5704.75
Romania,wood fuel,21,EXPORTS,1000 m3,2008,47.18
Russian Federation,pulpwood,11,EXPORTS,1000 m.t.,2008,2035.0
Russian Federation,roundwood,14,EXPORTS,1000 m3,2008,148096.6
Russian Federation,sawnwood,16,EXPORTS,1000 m3,2008,30918.0
Russian Federation,wood fuel,21,EXPORTS,1000 m3,2008,274.6
Serbia,pulpwood,11,EXPORTS,1000 m.t.,2008,1.0
Serbia,roundwood,14,EXPORTS,1000 m3,2008,225.7
Serbia,sawnwood,16,EXPORTS,1000 m3,2008,448.0
Serbia,wood fuel,21,EXPORTS,1000 m3,2008,3.7
Slovakia,pulpwood,11,EXPORTS,1000 m.t.,2008,130.09
Slovakia,roundwood,14,EXPORTS,1000 m3,2008,11023.9
Slovakia,sawnwood,16,EXPORTS,1000 m3,2008,1300.73
Slovakia,wood fuel,21,EXPORTS,1000 m3,2008,97.23
Slovenia,pulpwood,11,EXPORTS,1000 m.t.,2008,0.05
Slovenia,roundwood,14,EXPORTS,1000 m3,2008,2599.0
Slovenia,sawnwood,16,EXPORTS,1000 m3,2008,3111.81
Slovenia,wood fuel,21,EXPORTS,1000 m3,2008,248.84
Spain,pulpwood,11,EXPORTS,1000 m.t.,2008,899.71
Spain,roundwood,14,EXPORTS,1000 m3,2008,4388.3
Spain,sawnwood,16,EXPORTS,1000 m3,2008,640.6800000000001
Spain,wood fuel,21,EXPORTS,1000 m3,2008,153.16
Sweden,pulpwood,11,EXPORTS,1000 m.t.,2008,3583.61
Sweden,roundwood,14,EXPORTS,1000 m3,2008,11845.52
Sweden,sawnwood,16,EXPORTS,1000 m3,2008,36020.47
Sweden,wood fuel,21,EXPORTS,1000 m3,2008,103.9
Switzerland,pulpwood,11,EXPORTS,1000 m.t.,2008,90.29
Switzerland,roundwood,14,EXPORTS,1000 m3,2008,4823.67
Switzerland,sawnwood,16,EXPORTS,1000 m3,2008,914.84
Switzerland,wood fuel,21,EXPORTS,1000 m3,2008,23.73
Tajikistan,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Tajikistan,roundwood,14,EXPORTS,1000 m3,2008,0.0
Tajikistan,sawnwood,16,EXPORTS,1000 m3,2008,0.0
Tajikistan,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Turkey,pulpwood,11,EXPORTS,1000 m.t.,2008,0.63
Turkey,roundwood,14,EXPORTS,1000 m3,2008,23.659999999999997
Turkey,sawnwood,16,EXPORTS,1000 m3,2008,65.4
Turkey,wood fuel,21,EXPORTS,1000 m3,2008,0.0
Turkmenistan,pulpwood,11,EXPORTS,1000 m.t.,2008,0.0
Turkmenistan,roundwood,14,EXPORTS,1000 m3,2008,0.0
