country_id,product,flow,year,ratio
Albania,roundwood,IMPORTS,2008,116.41
Albania,roundwood,EXPORTS,2008,29.88
Albania,roundwood,IMPORTS,2009,116.41
Albania,roundwood,EXPORTS,2009,29.88
Albania,roundwood,IMPORTS,2010,293.91
Albania,roundwood,EXPORTS,2010,29.88
Albania,roundwood,IMPORTS,2011,154.25
Albania,roundwood,EXPORTS,2011,168.93
Albania,roundwood,IMPORTS,2012,133.59
Albania,roundwood,EXPORTS,2012,53.59
Albania,roundwood,IMPORTS,2013,50.09
Albania,roundwood,EXPORTS,2013,53.57
Albania,roundwood,IMPORTS,2014,54.36
Albania,roundwood,EXPORTS,2014,53.57
Albania,roundwood,IMPORTS,2015,54.36
Albania,roundwood,EXPORTS,2015,53.57
Albania,roundwood,IMPORTS,2016,54.36
Albania,roundwood,EXPORTS,2016,53.57
Albania,roundwood,IMPORTS,2017,59.63
Albania,roundwood,EXPORTS,2017,62.88
Albania,roundwood,IMPORTS,2018,83.8
Albania,roundwood,EXPORTS,2018,124.27
Albania,roundwood,IMPORTS,2019,80.74
Albania,roundwood,EXPORTS,2019,128.74
Albania,roundwood,IMPORTS,2020,96.56
Albania,roundwood,EXPORTS,2020,143.52
Albania,roundwood,IMPORTS,2021,87.22
Albania,roundwood,EXPORTS,2021,155.37
Albania,sawnwood,IMPORTS,2007,175.69
Albania,sawnwood,EXPORTS,2007,183.94
Albania,sawnwood,IMPORTS,2008,175.69
Albania,sawnwood,EXPORTS,2008,183.94
Albania,sawnwood,IMPORTS,2009,175.69
Albania,sawnwood,EXPORTS,2009,183.94
Albania,sawnwood,IMPORTS,2010,166.56
Albania,sawnwood,EXPORTS,2010,180.92
Albania,sawnwood,IMPORTS,2011,197.44
Albania,sawnwood,EXPORTS,2011,166.42
Albania,sawnwood,IMPORTS,2012,180.75
Albania,sawnwood,EXPORTS,2012,201.55
Albania,sawnwood,IMPORTS,2013,180.45
Albania,sawnwood,EXPORTS,2013,201.65
Albania,sawnwood,IMPORTS,2014,193.92
Albania,sawnwood,EXPORTS,2014,292.86
Albania,sawnwood,IMPORTS,2015,187.45
Albania,sawnwood,EXPORTS,2015,297.79
Albania,sawnwood,IMPORTS,2016,187.45
Albania,sawnwood,EXPORTS,2016,297.79
Albania,sawnwood,IMPORTS,2017,121.51
Albania,sawnwood,IMPORTS,2018,315.64
Albania,sawnwood,IMPORTS,2019,413.34
Albania,sawnwood,IMPORTS,2020,453.76
Albania,sawnwood,EXPORTS,2020,1438.75
Albania,sawnwood,IMPORTS,2021,415.19
Albania,veneer sheets,IMPORTS,2007,984.34
Albania,veneer sheets,IMPORTS,2008,984.34
Albania,veneer sheets,IMPORTS,2009,984.34
Albania,veneer sheets,IMPORTS,2010,961.85
Albania,veneer sheets,IMPORTS,2011,808.99
Albania,veneer sheets,IMPORTS,2012,666.72
Albania,veneer sheets,IMPORTS,2013,671.92
Albania,veneer sheets,IMPORTS,2014,671.92
Albania,veneer sheets,IMPORTS,2015,671.92
Albania,veneer sheets,IMPORTS,2016,671.92
Albania,veneer sheets,IMPORTS,2018,2955.58
Albania,veneer sheets,IMPORTS,2019,2929.19
Albania,veneer sheets,IMPORTS,2020,2893.66
Albania,veneer sheets,IMPORTS,2021,3244.77
Albania,wood charcoal,EXPORTS,2007,251.47
Albania,wood charcoal,EXPORTS,2008,251.47
Albania,wood charcoal,EXPORTS,2009,241.07
Albania,wood charcoal,EXPORTS,2010,262.96
Albania,wood charcoal,IMPORTS,2011,800.0
Albania,wood charcoal,EXPORTS,2011,254.5
Albania,wood charcoal,EXPORTS,2012,259.0
Albania,wood charcoal,EXPORTS,2013,259.0
Albania,wood charcoal,EXPORTS,2014,259.0
Albania,wood charcoal,EXPORTS,2015,259.0
Albania,wood charcoal,EXPORTS,2016,259.0
Albania,wood charcoal,IMPORTS,2017,945.33
Albania,wood charcoal,IMPORTS,2018,492.88
Albania,wood charcoal,IMPORTS,2019,1212.67
Albania,wood charcoal,IMPORTS,2020,849.15
Albania,wood charcoal,IMPORTS,2021,0.97
Albania,wood fuel,EXPORTS,2007,18.72
Albania,wood fuel,EXPORTS,2008,18.72
Albania,wood fuel,EXPORTS,2009,18.72
Albania,wood fuel,EXPORTS,2010,18.72
Albania,wood fuel,EXPORTS,2011,597.05
Albania,wood fuel,IMPORTS,2012,42.03
Albania,wood fuel,EXPORTS,2012,47.1
Albania,wood fuel,IMPORTS,2013,30.0
Albania,wood fuel,EXPORTS,2013,47.1
Albania,wood fuel,IMPORTS,2014,30.0
Albania,wood fuel,EXPORTS,2014,47.1
Albania,wood fuel,IMPORTS,2015,30.0
Albania,wood fuel,EXPORTS,2015,47.1
Albania,wood fuel,IMPORTS,2016,30.0
Albania,wood fuel,EXPORTS,2016,47.1
Albania,wood fuel,IMPORTS,2017,48.2
Albania,wood fuel,EXPORTS,2017,62.88
Albania,wood fuel,IMPORTS,2018,141.74
Albania,wood fuel,EXPORTS,2018,124.27
Albania,wood fuel,IMPORTS,2019,94.11
Albania,wood fuel,EXPORTS,2019,128.74
Albania,wood fuel,IMPORTS,2020,88.5
Albania,wood fuel,EXPORTS,2020,143.52
Albania,wood fuel,IMPORTS,2021,200.18
Albania,wood fuel,EXPORTS,2021,155.37
Albania,"wood residue, chips and particles",EXPORTS,2007,24.87
Albania,"wood residue, chips and particles",EXPORTS,2008,24.87
Albania,"wood residue, chips and particles",EXPORTS,2009,24.87
Albania,"wood residue, chips and particles",EXPORTS,2010,24.87
Albania,"wood residue, chips and particles",IMPORTS,2011,350.0
Albania,"wood residue, chips and particles",EXPORTS,2011,50.14
Albania,"wood residue, chips and particles",EXPORTS,2012,45.71
Albania,"wood residue, chips and particles",EXPORTS,2013,45.71
Albania,"wood residue, chips and particles",EXPORTS,2014,45.71
Albania,"wood residue, chips and particles",EXPORTS,2015,45.71
Albania,"wood residue, chips and particles",EXPORTS,2016,45.71
Albania,"wood residue, chips and particles",IMPORTS,2017,30.77
Albania,"wood residue, chips and particles",EXPORTS,2017,81.4
Albania,"wood residue, chips and particles",IMPORTS,2018,66.23
Albania,"wood residue, chips and particles",EXPORTS,2018,158.76
Albania,"wood residue, chips and particles",EXPORTS,2019,128.32
Albania,"wood residue, chips and particles",IMPORTS,2020,826.8
Albania,"wood residue, chips and particles",EXPORTS,2020,139.99
Albania,wood-based panels,IMPORTS,2007,102.03
Albania,wood-based panels,IMPORTS,2008,277.94
Albania,wood-based panels,IMPORTS,2009,235.92
Albania,wood-based panels,IMPORTS,2010,219.96
Albania,wood-based panels,IMPORTS,2011,212.38
Albania,wood-based panels,IMPORTS,2012,207.17
Albania,wood-based panels,EXPORTS,2012,225.0
Albania,wood-based panels,IMPORTS,2013,207.17
Albania,wood-based panels,EXPORTS,2013,225.0
Albania,wood-based panels,IMPORTS,2014,207.17
Albania,wood-based panels,EXPORTS,2014,225.0
Albania,wood-based panels,IMPORTS,2015,207.17
Albania,wood-based panels,EXPORTS,2015,225.0
Albania,wood-based panels,IMPORTS,2016,207.17
Albania,wood-based panels,EXPORTS,2016,225.0
Albania,wood-based panels,IMPORTS,2017,219.51
Albania,wood-based panels,IMPORTS,2018,619.21
Albania,wood-based panels,EXPORTS,2018,308.86
Albania,wood-based panels,IMPORTS,2019,692.3
Albania,wood-based panels,EXPORTS,2019,2704.92
Albania,wood-based panels,IMPORTS,2020,534.44
Albania,wood-based panels,EXPORTS,2020,974.99
Albania,wood-based panels,IMPORTS,2021,891.94
Albania,wood-based panels,EXPORTS,2021,862.12
Albania,woodpulp,IMPORTS,2011,111.25
Albania,woodpulp,IMPORTS,2012,69.78
Albania,woodpulp,EXPORTS,2012,1950.0
Albania,woodpulp,IMPORTS,2013,69.94
Albania,woodpulp,EXPORTS,2013,1950.0
Albania,woodpulp,IMPORTS,2014,69.94
Albania,woodpulp,EXPORTS,2014,1950.0
Albania,woodpulp,IMPORTS,2015,69.94
Albania,woodpulp,EXPORTS,2015,1950.0
Albania,woodpulp,IMPORTS,2016,69.94
Albania,woodpulp,EXPORTS,2016,1950.0
Albania,woodpulp,IMPORTS,2018,2144.67
Albania,woodpulp,IMPORTS,2019,2322.5
Albania,woodpulp,IMPORTS,2020,3057.0
Albania,woodpulp,IMPORTS,2021,2377.67
Albania,case materials,IMPORTS,2011,1327.0
Albania,case materials,IMPORTS,2012,1126.0
Albania,case materials,EXPORTS,2012,689.66
Albania,case materials,IMPORTS,2013,1126.0
Albania,case materials,EXPORTS,2013,666.67
Albania,case materials,IMPORTS,2014,1126.0
Albania,case materials,EXPORTS,2014,666.67
Albania,case materials,IMPORTS,2015,1126.0
Albania,case materials,EXPORTS,2015,666.67
Albania,case materials,IMPORTS,2016,1126.0
Albania,case materials,EXPORTS,2016,666.67
Albania,case materials,IMPORTS,2017,1567.0
Albania,case materials,IMPORTS,2018,730.65
Albania,case materials,IMPORTS,2019,613.24
Albania,case materials,IMPORTS,2020,588.99
Albania,case materials,IMPORTS,2021,980.68
Albania,non-wood pulp,IMPORTS,2020,515.02
Albania,non-wood pulp,IMPORTS,2021,515.02
Albania,other pulp,IMPORTS,2011,535.0
Albania,other pulp,IMPORTS,2012,628.0
Albania,other pulp,IMPORTS,2013,628.0
Albania,other pulp,IMPORTS,2014,628.0
Albania,other pulp,IMPORTS,2015,628.0
Albania,other pulp,IMPORTS,2016,628.0
Albania,other pulp,IMPORTS,2020,515.02
Albania,other pulp,IMPORTS,2021,515.02
Albania,recovered fibre pulp,IMPORTS,2011,444.0
Albania,recovered fibre pulp,IMPORTS,2012,530.0
Albania,recovered fibre pulp,IMPORTS,2013,530.0
Albania,recovered fibre pulp,IMPORTS,2014,530.0
Albania,recovered fibre pulp,IMPORTS,2015,530.0
Albania,recovered fibre pulp,IMPORTS,2016,530.0
Albania,wood pellets and other wood agglomerates,IMPORTS,2011,200.0
Albania,wood pellets and other wood agglomerates,EXPORTS,2011,82.12
Albania,wood pellets and other wood agglomerates,IMPORTS,2012,260.0
Albania,wood pellets and other wood agglomerates,EXPORTS,2012,71.43
Albania,wood pellets and other wood agglomerates,IMPORTS,2013,400.0
Albania,wood pellets and other wood agglomerates,EXPORTS,2013,147.14
Albania,wood pellets and other wood agglomerates,IMPORTS,2014,400.0
Albania,wood pellets and other wood agglomerates,EXPORTS,2014,150.31
Albania,wood pellets and other wood agglomerates,IMPORTS,2015,294.12
Albania,wood pellets and other wood agglomerates,EXPORTS,2015,116.63
Albania,wood pellets and other wood agglomerates,IMPORTS,2016,285.71
Albania,wood pellets and other wood agglomerates,EXPORTS,2016,112.41
Albania,wood pellets and other wood agglomerates,IMPORTS,2017,40.74
Albania,wood pellets and other wood agglomerates,EXPORTS,2017,119.51
Albania,wood pellets and other wood agglomerates,IMPORTS,2018,42.0
Albania,wood pellets and other wood agglomerates,EXPORTS,2018,191.1
Albania,wood pellets and other wood agglomerates,IMPORTS,2019,42.0
Albania,wood pellets and other wood agglomerates,EXPORTS,2019,186.95
Albania,wood pellets and other wood agglomerates,IMPORTS,2020,42.0
Albania,wood pellets and other wood agglomerates,EXPORTS,2020,204.26
Albania,wood pellets and other wood agglomerates,IMPORTS,2021,42.0
Albania,wood pellets and other wood agglomerates,EXPORTS,2021,198.89
Armenia,case materials,IMPORTS,2007,845.18
Armenia,case materials,IMPORTS,2008,2566.0
Armenia,case materials,IMPORTS,2009,1082.58
Armenia,case materials,IMPORTS,2010,1116.13
Armenia,case materials,IMPORTS,2011,578.03
Armenia,case materials,IMPORTS,2012,762.09
Armenia,case materials,IMPORTS,2013,692.63
Armenia,case materials,IMPORTS,2014,692.63
Armenia,case materials,IMPORTS,2015,616.38
Armenia,case materials,IMPORTS,2016,593.61
Armenia,case materials,IMPORTS,2017,612.92
Armenia,case materials,IMPORTS,2018,593.88
Armenia,case materials,IMPORTS,2019,559.97
Armenia,case materials,IMPORTS,2020,491.02
Armenia,case materials,IMPORTS,2021,708.8
Armenia,case materials,EXPORTS,2021,881.64
Armenia,engineered wood products,IMPORTS,2007,325.02
Armenia,engineered wood products,IMPORTS,2008,238.65
Armenia,engineered wood products,IMPORTS,2009,373.38
Armenia,engineered wood products,EXPORTS,2009,520.33
Armenia,engineered wood products,IMPORTS,2010,358.43
Armenia,engineered wood products,EXPORTS,2010,392.5
Armenia,engineered wood products,IMPORTS,2011,379.2
Armenia,engineered wood products,IMPORTS,2012,399.07
Armenia,engineered wood products,IMPORTS,2013,441.03
Armenia,engineered wood products,IMPORTS,2014,706.6
Armenia,engineered wood products,IMPORTS,2015,413.08
Armenia,engineered wood products,EXPORTS,2015,592.0
Armenia,engineered wood products,IMPORTS,2016,317.06
Armenia,engineered wood products,EXPORTS,2016,747.2
Armenia,engineered wood products,IMPORTS,2017,319.33
Armenia,engineered wood products,EXPORTS,2017,1041.37
Armenia,engineered wood products,IMPORTS,2018,316.59
Armenia,engineered wood products,EXPORTS,2018,15412.0
Armenia,engineered wood products,IMPORTS,2019,351.02
Armenia,engineered wood products,EXPORTS,2019,1009.67
Armenia,engineered wood products,IMPORTS,2020,301.72
Armenia,engineered wood products,EXPORTS,2020,914.5
Armenia,engineered wood products,IMPORTS,2021,364.31
Armenia,engineered wood products,EXPORTS,2021,3400.17
Armenia,non-wood pulp,IMPORTS,2011,3300.0
Armenia,non-wood pulp,IMPORTS,2012,3995.0
Armenia,non-wood pulp,IMPORTS,2018,3300.0
Armenia,non-wood pulp,IMPORTS,2019,2635.0
Armenia,non-wood pulp,IMPORTS,2020,1819.0
Armenia,other pulp,IMPORTS,2008,3462.0
Armenia,other pulp,IMPORTS,2010,1930.0
Armenia,other pulp,IMPORTS,2011,3300.0
Armenia,other pulp,IMPORTS,2012,4578.0
Armenia,other pulp,IMPORTS,2018,3300.0
Armenia,other pulp,IMPORTS,2019,2635.0
Armenia,other pulp,IMPORTS,2020,1819.0
Armenia,"paper,print and packaging",IMPORTS,2007,1952.96
Armenia,"paper,print and packaging",EXPORTS,2007,100087.09
Armenia,"paper,print and packaging",IMPORTS,2008,7890.06
Armenia,"paper,print and packaging",EXPORTS,2008,11950.49
Armenia,"paper,print and packaging",IMPORTS,2009,3010.77
Armenia,"paper,print and packaging",EXPORTS,2009,166621.0
Armenia,"paper,print and packaging",IMPORTS,2010,2904.67
Armenia,"paper,print and packaging",EXPORTS,2010,30521.4
Armenia,"paper,print and packaging",IMPORTS,2011,2051.08
Armenia,"paper,print and packaging",EXPORTS,2011,9918.38
Armenia,"paper,print and packaging",IMPORTS,2012,2527.34
Armenia,"paper,print and packaging",IMPORTS,2013,2000.0
Armenia,"paper,print and packaging",EXPORTS,2013,1450.13
Armenia,"paper,print and packaging",IMPORTS,2014,1944.49
Armenia,"paper,print and packaging",EXPORTS,2014,23714.05
Armenia,"paper,print and packaging",IMPORTS,2015,1747.89
Armenia,"paper,print and packaging",EXPORTS,2015,10154.3
Armenia,"paper,print and packaging",IMPORTS,2016,1667.19
Armenia,"paper,print and packaging",EXPORTS,2016,15019.57
Armenia,"paper,print and packaging",IMPORTS,2017,1662.0
Armenia,"paper,print and packaging",EXPORTS,2017,7268.62
Armenia,"paper,print and packaging",IMPORTS,2018,1548.88
Armenia,"paper,print and packaging",EXPORTS,2018,14138.0
Armenia,"paper,print and packaging",IMPORTS,2019,1675.17
Armenia,"paper,print and packaging",EXPORTS,2019,1995.94
Armenia,"paper,print and packaging",IMPORTS,2020,1636.4
Armenia,"paper,print and packaging",EXPORTS,2020,6701.35
Armenia,"paper,print and packaging",IMPORTS,2021,1727.47
Armenia,"paper,print and packaging",EXPORTS,2021,1642.83
Armenia,pulpwood,IMPORTS,2007,1150.62
Armenia,pulpwood,IMPORTS,2008,827.74
Armenia,pulpwood,IMPORTS,2009,1265.0
Armenia,pulpwood,EXPORTS,2009,459.67
Armenia,pulpwood,IMPORTS,2010,1165.5
Armenia,pulpwood,IMPORTS,2011,1225.0
Armenia,pulpwood,IMPORTS,2012,978.28
Armenia,pulpwood,IMPORTS,2013,813.81
Armenia,pulpwood,IMPORTS,2014,866.65
Armenia,pulpwood,IMPORTS,2015,721.36
Armenia,pulpwood,EXPORTS,2016,846.5
Armenia,pulpwood,IMPORTS,2020,684.0
Armenia,recovered fibre pulp,IMPORTS,2008,3462.0
Armenia,recovered fibre pulp,IMPORTS,2010,2160.0
Armenia,roundwood,IMPORTS,2007,169.27
Armenia,roundwood,EXPORTS,2007,145.57
Armenia,roundwood,IMPORTS,2008,169.44
Armenia,roundwood,IMPORTS,2009,189.57
Armenia,roundwood,EXPORTS,2009,130.1
Armenia,roundwood,IMPORTS,2010,174.32
Armenia,roundwood,EXPORTS,2010,1464.0
Armenia,roundwood,IMPORTS,2011,187.28
Armenia,roundwood,EXPORTS,2011,112.5
Armenia,roundwood,IMPORTS,2012,195.54
Armenia,roundwood,IMPORTS,2013,176.97
Armenia,roundwood,IMPORTS,2014,716.15
Armenia,roundwood,IMPORTS,2015,417.02
Armenia,roundwood,IMPORTS,2016,222.23
Armenia,roundwood,IMPORTS,2017,259.15
Armenia,roundwood,IMPORTS,2018,260.43
Armenia,roundwood,IMPORTS,2019,276.42
Armenia,roundwood,IMPORTS,2020,312.34
Armenia,roundwood,IMPORTS,2021,290.52
Armenia,sawnwood,IMPORTS,2007,203.64
Armenia,sawnwood,EXPORTS,2007,534.06
Armenia,sawnwood,IMPORTS,2008,287.81
Armenia,sawnwood,EXPORTS,2008,193.24
Armenia,sawnwood,IMPORTS,2009,275.29
Armenia,sawnwood,EXPORTS,2009,225.15
Armenia,sawnwood,IMPORTS,2010,238.9
Armenia,sawnwood,EXPORTS,2010,63.91
Armenia,sawnwood,IMPORTS,2011,264.12
Armenia,sawnwood,EXPORTS,2011,346.83
Armenia,sawnwood,IMPORTS,2012,310.39
Armenia,sawnwood,EXPORTS,2012,548.29
Armenia,sawnwood,IMPORTS,2013,343.04
Armenia,sawnwood,EXPORTS,2013,1835.55
Armenia,sawnwood,IMPORTS,2014,486.52
Armenia,sawnwood,EXPORTS,2014,872.66
Armenia,sawnwood,IMPORTS,2015,284.72
Armenia,sawnwood,EXPORTS,2015,228.45
Armenia,sawnwood,IMPORTS,2016,212.62
Armenia,sawnwood,EXPORTS,2016,183.12
Armenia,sawnwood,IMPORTS,2017,78.53
Armenia,sawnwood,EXPORTS,2017,201.2
Armenia,sawnwood,IMPORTS,2018,140.93
Armenia,sawnwood,EXPORTS,2018,292.14
Armenia,sawnwood,IMPORTS,2019,139.26
Armenia,sawnwood,EXPORTS,2019,270.3
Armenia,sawnwood,IMPORTS,2020,252.13
Armenia,sawnwood,EXPORTS,2020,294.49
Armenia,sawnwood,IMPORTS,2021,263.06
Armenia,sawnwood,EXPORTS,2021,306.98
Armenia,veneer sheets,EXPORTS,2007,665.0
Armenia,veneer sheets,IMPORTS,2008,6208.5
Armenia,veneer sheets,EXPORTS,2008,318.75
Armenia,veneer sheets,IMPORTS,2009,99.38
Armenia,veneer sheets,IMPORTS,2010,3181.8
Armenia,veneer sheets,IMPORTS,2011,2985.71
Armenia,veneer sheets,IMPORTS,2012,5218.44
Armenia,veneer sheets,IMPORTS,2013,1162.58
Armenia,veneer sheets,IMPORTS,2014,9821.25
Armenia,veneer sheets,IMPORTS,2015,1692.88
Armenia,veneer sheets,IMPORTS,2016,2238.13
Armenia,veneer sheets,IMPORTS,2017,155.83
Armenia,veneer sheets,IMPORTS,2018,105.98
Armenia,veneer sheets,IMPORTS,2019,536.53
Armenia,veneer sheets,IMPORTS,2020,776.59
Armenia,veneer sheets,IMPORTS,2021,1249.08
Armenia,wood charcoal,IMPORTS,2009,462.0
Armenia,wood charcoal,IMPORTS,2011,2100.0
Armenia,wood charcoal,IMPORTS,2012,1114.4
Armenia,wood charcoal,EXPORTS,2012,390.67
Armenia,wood charcoal,IMPORTS,2013,1156.67
Armenia,wood charcoal,EXPORTS,2013,572.0
Armenia,wood charcoal,IMPORTS,2014,1494.33
Armenia,wood charcoal,IMPORTS,2015,1660.67
Armenia,wood charcoal,IMPORTS,2016,1376.17
Armenia,wood charcoal,EXPORTS,2016,446.0
Armenia,wood charcoal,IMPORTS,2017,936.8
Armenia,wood charcoal,EXPORTS,2017,304.0
Armenia,wood charcoal,IMPORTS,2018,500.0
Armenia,wood charcoal,EXPORTS,2018,637.93
Armenia,wood charcoal,IMPORTS,2019,421.34
Armenia,wood charcoal,EXPORTS,2019,521.0
Armenia,wood charcoal,IMPORTS,2020,320.91
Armenia,wood charcoal,EXPORTS,2020,1106.0
Armenia,wood charcoal,IMPORTS,2021,520.59
Armenia,wood charcoal,EXPORTS,2021,505.67
Armenia,wood fuel,IMPORTS,2008,70.86
Armenia,wood fuel,IMPORTS,2019,37.5
Armenia,wood fuel,IMPORTS,2020,303.6
Armenia,"wood residue, chips and particles",IMPORTS,2007,404.91
Armenia,"wood residue, chips and particles",IMPORTS,2008,9.19
Armenia,"wood residue, chips and particles",IMPORTS,2009,59.54
Armenia,"wood residue, chips and particles",IMPORTS,2010,52.57
Armenia,"wood residue, chips and particles",IMPORTS,2011,180.44
Armenia,"wood residue, chips and particles",IMPORTS,2012,3657.14
Armenia,"wood residue, chips and particles",IMPORTS,2013,3333.0
Armenia,"wood residue, chips and particles",IMPORTS,2014,3383.57
Armenia,"wood residue, chips and particles",IMPORTS,2015,1746.33
Armenia,"wood residue, chips and particles",IMPORTS,2016,1419.59
Armenia,"wood residue, chips and particles",IMPORTS,2017,1236.77
Armenia,"wood residue, chips and particles",IMPORTS,2018,973.91
Armenia,"wood residue, chips and particles",IMPORTS,2019,1122.07
Armenia,"wood residue, chips and particles",IMPORTS,2020,965.64
Armenia,"wood residue, chips and particles",IMPORTS,2021,1719.87
Armenia,wood-based panels,IMPORTS,2007,310.4
Armenia,wood-based panels,EXPORTS,2007,665.0
Armenia,wood-based panels,IMPORTS,2008,206.8
Armenia,wood-based panels,EXPORTS,2008,318.83
Armenia,wood-based panels,IMPORTS,2009,365.63
Armenia,wood-based panels,EXPORTS,2009,537.5
Armenia,wood-based panels,IMPORTS,2010,346.64
Armenia,wood-based panels,EXPORTS,2010,446.65
Armenia,wood-based panels,IMPORTS,2011,359.14
Armenia,wood-based panels,IMPORTS,2012,385.78
Armenia,wood-based panels,EXPORTS,2012,977.0
Armenia,wood-based panels,IMPORTS,2013,411.71
Armenia,wood-based panels,IMPORTS,2014,668.27
Armenia,wood-based panels,EXPORTS,2014,186.0
Armenia,wood-based panels,IMPORTS,2015,383.35
Armenia,wood-based panels,EXPORTS,2015,295.0
Armenia,wood-based panels,IMPORTS,2016,302.01
Armenia,wood-based panels,EXPORTS,2016,640.67
Armenia,wood-based panels,IMPORTS,2017,317.73
Armenia,wood-based panels,EXPORTS,2017,1027.32
Armenia,wood-based panels,IMPORTS,2018,315.56
Armenia,wood-based panels,EXPORTS,2018,7704.0
Armenia,wood-based panels,IMPORTS,2019,350.52
Armenia,wood-based panels,EXPORTS,2019,756.5
Armenia,wood-based panels,IMPORTS,2020,300.75
Armenia,wood-based panels,EXPORTS,2020,914.0
Armenia,wood-based panels,IMPORTS,2021,364.74
Armenia,wood-based panels,EXPORTS,2021,2549.75
Armenia,woodpulp,IMPORTS,2007,1150.54
Armenia,woodpulp,IMPORTS,2008,827.7
Armenia,woodpulp,IMPORTS,2009,1196.83
Armenia,woodpulp,EXPORTS,2009,459.67
Armenia,woodpulp,IMPORTS,2010,1165.5
Armenia,woodpulp,IMPORTS,2011,1260.0
Armenia,woodpulp,IMPORTS,2012,983.14
Armenia,woodpulp,IMPORTS,2013,817.44
Armenia,woodpulp,IMPORTS,2014,881.34
Armenia,woodpulp,IMPORTS,2015,721.36
Armenia,woodpulp,EXPORTS,2016,846.5
Armenia,woodpulp,IMPORTS,2020,962.0
Armenia,wood pellets and other wood agglomerates,IMPORTS,2018,137.78
Armenia,wood pellets and other wood agglomerates,IMPORTS,2019,669.47
Armenia,wood pellets and other wood agglomerates,IMPORTS,2020,68.56
Armenia,wood pellets and other wood agglomerates,IMPORTS,2021,146.19
Armenia,recovered post-consumer wood,IMPORTS,2018,36.84
Armenia,recovered post-consumer wood,IMPORTS,2019,3269.5
Armenia,recovered post-consumer wood,IMPORTS,2020,1126.64
Armenia,recovered post-consumer wood,IMPORTS,2021,10150.0
Austria,case materials,IMPORTS,2007,722.72
Austria,case materials,EXPORTS,2007,599.21
Austria,case materials,IMPORTS,2008,788.24
